Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.9600584063439952, 0.0031658119562690823)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063459519, 0.0031658119561207565)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063564994, 0.0031658119563510168)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063351352, 0.0031658119503205073)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063750689, 0.003165811924850548)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063522329, 0.003165811952608899)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063698292, 0.0031658119540397545)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063591625, 0.0031658119560149522)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063463972, 0.0031658119459661016)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063669062, 0.0031658119575146415)   (rho_normalized calls: 861) 


Obj funtion: (0.9600584063620942, 0.0031658119426513087)   (rho_normalized calls: 861) 


Obj funtion: (0.9596884245381857, 0.004016248560629654)   (rho_normalized calls: 777) 


Obj funtion: (0.959688424590716, 0.004016248708461512)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884246278701, 0.004016248539216005)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884243434369, 0.0040162485718432395)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884249420338, 0.0040162490895930825)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884291472263, 0.004016248428494462)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884344120085, 0.004016248724223792)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884244955429, 0.004016248560531066)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245092523, 0.004016248557725088)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245199363, 0.004016248560582469)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884246050384, 0.004016248529845612)   (rho_normalized calls: 777) 


Obj funtion: (0.959688424550553, 0.004016248603957329)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245357947, 0.0040162486361050576)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884244481118, 0.0040162485719728025)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884244822892, 0.004016248570734127)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245454039, 0.004016248541776624)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245359184, 0.004016248561714675)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245084809, 0.004016248589626237)   (rho_normalized calls: 777) 


Obj funtion: (0.959688424562744, 0.004016248502162756)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245419602, 0.004016248560611224)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245359242, 0.004016248560774982)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245371445, 0.0040162485606226594)   (rho_normalized calls: 777) 


Obj funtion: (0.959688424547603, 0.004016248561049651)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245262424, 0.004016248543259993)   (rho_normalized calls: 777) 


Obj funtion: (0.959688424566273, 0.00401624849581772)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245468433, 0.004016248562030755)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245584796, 0.004016248554583823)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245483901, 0.004016248560721358)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245378823, 0.00401624853895588)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245581905, 0.0040162485646899615)   (rho_normalized calls: 777) 


Obj funtion: (0.9596884245535403, 0.004016248532540789)   (rho_normalized calls: 777) 


Obj funtion: (0.9597835005564249, 0.004007790387827392)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835006492018, 0.004007790720559012)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835003410798, 0.004007790337975714)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835019962622, 0.0040077907038580385)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835008462287, 0.00400779096878312)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835051680244, 0.004007790237851361)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835104405961, 0.00400779056626166)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005145136, 0.004007790387731025)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005323635, 0.004007790384741194)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005492844, 0.004007790387816401)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835006215071, 0.004007790353390717)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005683062, 0.004007790435753167)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005553577, 0.004007790471199257)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835004733158, 0.004007790413460444)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835004115737, 0.004007790404074951)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005135567, 0.004007790353144025)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005612055, 0.004007790388945276)   (rho_normalized calls: 735) 


Obj funtion: (0.959783500527304, 0.004007790420515134)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005800461, 0.004007790323182436)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005604477, 0.004007790387806298)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005551579, 0.004007790387964172)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005545202, 0.004007790387794974)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005659028, 0.004007790388207533)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005444335, 0.00400779036827581)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005844808, 0.004007790316581383)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005660634, 0.004007790391019506)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005713086, 0.004007790371536979)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005703793, 0.004007790389641164)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005557128, 0.004007790363474095)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005763609, 0.004007790392362098)   (rho_normalized calls: 735) 


Obj funtion: (0.9597835005716845, 0.004007790356966967)   (rho_normalized calls: 735) 


Obj funtion: (0.959459307935468, 0.004193727156879046)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593080040138, 0.004193727329878216)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593078681608, 0.004193727132121516)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593085171428, 0.0041937271840328805)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593082881259, 0.004193727771718558)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593125456492, 0.004193726995731062)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593178138924, 0.0041937273399497155)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593078931393, 0.004193727156826421)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079094856, 0.0041937271543990295)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079230471, 0.004193727156816651)   (rho_normalized calls: 777) 


Obj funtion: (0.959459308001541, 0.004193727120666901)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079476194, 0.004193727207824294)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079336645, 0.004193727244693357)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593078482884, 0.004193727170161088)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593078375326, 0.004193727167467909)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079186047, 0.0041937271343572835)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079363506, 0.004193727158162797)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079060219, 0.004193727191832086)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079596094, 0.004193727089000565)   (rho_normalized calls: 777) 


Obj funtion: (0.95945930793935, 0.004193727156870386)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079336914, 0.004193727157022598)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079339729, 0.0041937271568779355)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079449127, 0.004193727157294935)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079235033, 0.004193727135891834)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079635406, 0.004193727081912568)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079445355, 0.004193727158528726)   (rho_normalized calls: 777) 


Obj funtion: (0.959459307953219, 0.004193727148937398)   (rho_normalized calls: 777) 


Obj funtion: (0.959459307947476, 0.004193727157040916)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079349809, 0.004193727131467151)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079554421, 0.004193727161735605)   (rho_normalized calls: 777) 


Obj funtion: (0.9594593079507804, 0.004193727124408686)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031268815, 0.004250946573323255)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865032132024, 0.00425094674403903)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865029941054, 0.00425094654977809)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865034547549, 0.004250946598379435)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865035109287, 0.004250947210592049)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865077297285, 0.004250946400472078)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865130272533, 0.00425094675688753)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865030848733, 0.0042509465733336915)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865030998252, 0.004250946571163539)   (rho_normalized calls: 777) 


Obj funtion: (0.959086503114667, 0.004250946573222891)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031931773, 0.004250946535999001)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031349399, 0.004250946626437102)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031239496, 0.004250946664574928)   (rho_normalized calls: 777) 


Obj funtion: (0.959086503047032, 0.004250946586401239)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865030267156, 0.004250946581651038)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031240048, 0.004250946550144352)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031232312, 0.00425094657472469)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865030991407, 0.004250946610587891)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031500984, 0.004250946503061903)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031310224, 0.004250946573322922)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031258963, 0.004250946573437275)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031256585, 0.004250946573294723)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031362411, 0.004250946573754022)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031149399, 0.0042509465513708156)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031549529, 0.004250946495523933)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031370424, 0.004250946574939185)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031443904, 0.004250946565343305)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031363054, 0.004250946573483572)   (rho_normalized calls: 777) 


Obj funtion: (0.959086503126488, 0.004250946547291079)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031467244, 0.004250946578348125)   (rho_normalized calls: 777) 


Obj funtion: (0.9590865031422383, 0.004250946539604117)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463909809, 0.004816459794282579)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464435712, 0.0048164600497113685)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872462083102, 0.004816459760346281)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872466215527, 0.004816459858074773)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872467931655, 0.004816460699787584)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872509964369, 0.004816459529643158)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872562883048, 0.004816460040155457)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463490845, 0.00481645979432066)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463637479, 0.0048164597910578255)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463783461, 0.0048164597940844045)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464569248, 0.004816459740972667)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464003277, 0.00481645987125201)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463886443, 0.004816459924296024)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463144438, 0.004816459813816065)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872462852844, 0.0048164598048408)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463980799, 0.004816459760133451)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463880049, 0.004816459796696981)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463636727, 0.004816459850288335)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464138211, 0.004816459694440556)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463951516, 0.004816459794282024)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463904558, 0.004816459794378836)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463899215, 0.004816459794282912)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464002964, 0.004816459794813599)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463789351, 0.004816459760823455)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464190152, 0.004816459684649499)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464014591, 0.004816459796694983)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464080789, 0.004816459782395199)   (rho_normalized calls: 777) 


Obj funtion: (0.95858724639897, 0.004816459794668493)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872463905929, 0.004816459757664315)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464108371, 0.004816459801884498)   (rho_normalized calls: 777) 


Obj funtion: (0.9585872464063172, 0.004816459746779911)   (rho_normalized calls: 777) 


Obj funtion: (0.9557196137724507, 0.007643599829124583)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196138065586, 0.007643600176168004)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196134702841, 0.007643599862647349)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137024309, 0.007643600816053229)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196142717879, 0.00764359946073614)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196183898579, 0.0076435998411066115)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196236438726, 0.0076435998526389855)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137380574, 0.007643599847074056)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137434765, 0.00764359983685149)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137580705, 0.007643599830210334)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196138359011, 0.007643599828951673)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137897664, 0.007643599827929272)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137719555, 0.007643599830080744)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137282996, 0.007643599867810668)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196136680002, 0.00764359981600868)   (rho_normalized calls: 903) 


Obj funtion: (0.955719613809178, 0.0076435998163322996)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137749426, 0.007643599836524678)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137482163, 0.007643599823782426)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137934875, 0.007643599827360822)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137760806, 0.0076435998303645706)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137735853, 0.007643599828141424)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137719317, 0.007643599828660429)   (rho_normalized calls: 903) 


Obj funtion: (0.955719613781512, 0.007643599829946738)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137597598, 0.007643599829936455)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196138003071, 0.007643599824868202)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137824305, 0.007643599831235304)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137879488, 0.007643599821945721)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137761494, 0.00764359983316579)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137720002, 0.007643599828850355)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137924306, 0.007643599829243511)   (rho_normalized calls: 903) 


Obj funtion: (0.9557196137878153, 0.007643599827180685)   (rho_normalized calls: 903) 


Obj funtion: (0.9523043670294328, 0.002096196035331621)   (rho_normalized calls: 819) 


Obj funtion: (0.952304367052471, 0.002096196029392483)   (rho_normalized calls: 819) 
