Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====


Obj funtion: (0.032001486849702956, 0.008625449777248783)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148688711969, 0.008625449776949925)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148678392069, 0.008625449749802363)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486841662055, 0.008625449795428838)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486861928045, 0.00862544979643368)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486916921756, 0.008625449869402679)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486774549545, 0.008625449679058195)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148690811626, 0.008625449741171888)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148685703354, 0.00862544978567693)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486856959215, 0.008625449785718772)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486856909275, 0.008625449785717516)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486858192096, 0.008625449787701082)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148685780145, 0.008625449786765382)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148685965797, 0.008625449786352865)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148685242066, 0.008625449785090441)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148685493455, 0.008625449787003952)   (rho_normalized calls: 147) 


Obj funtion: (0.0320014868572209, 0.008625449785731706)   (rho_normalized calls: 147) 


Obj funtion: (0.03200148686545975, 0.00862544979827919)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486866056215, 0.008625449797552823)   (rho_normalized calls: 147) 


Obj funtion: (0.032001486861426134, 0.008625449787693529)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355147920657, 0.007441294561278247)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355149341415, 0.00744129495131364)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551631850015, 0.007441294380878163)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355134957046, 0.007441294504894613)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551386224623, 0.007441294688676922)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551668761655, 0.007441295026026116)   (rho_normalized calls: 147) 


Obj funtion: (0.031233554117377573, 0.007441294915855462)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551482647427, 0.007441294562717013)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551479001708, 0.007441294560560613)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551479478105, 0.007441294561267332)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551487286095, 0.0074412945738032005)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551471862905, 0.0074412945531827715)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551510197282, 0.007441294552766438)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551425094295, 0.007441294540175045)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355146973912, 0.007441294571075716)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355148220583, 0.0074412945656950474)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551526363187, 0.007441294633148993)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551402010937, 0.007441294468969999)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551533281514, 0.007441294517669738)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551479338748, 0.007441294561235143)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551479286456, 0.0074412945613059195)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551479229786, 0.007441294561269171)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551480207497, 0.0074412945628438)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355148003537, 0.007441294562116868)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355148201888, 0.0074412945618583665)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355147522508, 0.007441294560785544)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551476556126, 0.0074412945582745665)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551479650914, 0.007441294561644184)   (rho_normalized calls: 147) 


Obj funtion: (0.031233551485989077, 0.007441294571926611)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355148727252, 0.007441294570928066)   (rho_normalized calls: 147) 


Obj funtion: (0.03123355148390327, 0.007441294563165484)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978271251837, 0.005906845181240777)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978287052476, 0.005906845234937907)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978257672579, 0.005906845205002963)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978255080913, 0.00590684508552301)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978251476002, 0.005906845283910136)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782770590907, 0.0059068456166777965)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978527461228, 0.005906845524717191)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978271324486, 0.00590684518134869)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978271201017, 0.005906845181016123)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782712698063, 0.00590684518068264)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782715110814, 0.00590684518687477)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782706003693, 0.00590684517474057)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782741843683, 0.005906845172244286)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978269590485, 0.0059068451635709805)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782716574372, 0.005906845174965394)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782711637745, 0.005906845181021952)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782729145962, 0.0059068452215366544)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782653389134, 0.005906845122481404)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978276119724, 0.0059068451368630495)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978271264287, 0.005906845181529587)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782712620695, 0.005906845181252989)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978271253558, 0.0059068451812225135)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782712869187, 0.00590684518193468)   (rho_normalized calls: 147) 


Obj funtion: (0.02947978271303684, 0.005906845181611515)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782715205155, 0.00590684518183085)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782709113805, 0.005906845177300026)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782708470386, 0.005906845179323019)   (rho_normalized calls: 147) 


Obj funtion: (0.0294797827130509, 0.0059068451807675025)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782715087773, 0.005906845186585043)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782717206388, 0.005906845185357876)   (rho_normalized calls: 147) 


Obj funtion: (0.029479782716729692, 0.005906845183091099)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005853570627, 0.006051634236005018)   (rho_normalized calls: 147) 


Obj funtion: (0.027887006031301145, 0.006051633999790373)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700561082891, 0.006051634364418006)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005723608426, 0.006051634149349335)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005663731167, 0.006051634251386228)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005907434214, 0.006051634588337504)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700820463868, 0.006051634608813198)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005852999632, 0.0060516342354637424)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005852858474, 0.006051634235947161)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700585357739, 0.006051634235521557)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700585235255, 0.00605163423662777)   (rho_normalized calls: 147) 


Obj funtion: (0.0278870058497581, 0.006051634231564226)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005877414866, 0.006051634225374962)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005856824854, 0.0060516342333167515)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005866579235, 0.006051634221755985)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005850704125, 0.0060516342350330245)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005843041962, 0.006051634241745086)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005819658448, 0.006051634200867767)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005883223227, 0.00605163418849524)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005853711917, 0.006051634236327857)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005853681535, 0.006051634236005781)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005853580216, 0.0060516342360017565)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700585342244, 0.006051634236010819)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005853629826, 0.006051634235878584)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700585588808, 0.0060516342366143325)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700584996004, 0.006051634230946106)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005848837708, 0.00605163423485058)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005853972628, 0.006051634235561643)   (rho_normalized calls: 147) 


Obj funtion: (0.027887005852309257, 0.006051634236014864)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700585409167, 0.006051634235312513)   (rho_normalized calls: 147) 


Obj funtion: (0.02788700585633335, 0.00605163423787617)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631198499, 0.0062363679878723564)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846385606888, 0.006236367837946868)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584617981095, 0.006236368046137444)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846267342434, 0.006236369068359931)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584624278594, 0.006236365017617363)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846492627242, 0.00623636541149903)   (rho_normalized calls: 147) 


Obj funtion: (0.026895848395808487, 0.006236370141378244)   (rho_normalized calls: 147) 


Obj funtion: (0.0268958463116522, 0.006236367987146756)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846311097607, 0.006236367987506871)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631184892, 0.006236367979287474)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846309472535, 0.006236368218885038)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631142696, 0.006236367328824124)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846328714987, 0.00623636795495084)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631087961, 0.0062363679900300055)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846326175414, 0.006236367979511392)   (rho_normalized calls: 147) 


Obj funtion: (0.0268958463097575, 0.006236367917229726)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584628778794, 0.0062363709107006)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846301349335, 0.0062363637161340565)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846316278872, 0.006236367818540818)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631217639, 0.006236367988161986)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631209646, 0.00623636798789667)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631198739, 0.006236367986855566)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631162728, 0.006236368047007428)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846311621764, 0.006236368081434081)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846313852414, 0.006236367991060053)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846307582495, 0.006236367982837412)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584630756273, 0.006236367985512772)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846312080952, 0.006236367979594332)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846308708653, 0.006236368559909385)   (rho_normalized calls: 147) 


Obj funtion: (0.026895846309083427, 0.006236368754363241)   (rho_normalized calls: 147) 


Obj funtion: (0.02689584631289299, 0.006236368005392436)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594251812344, 0.0071377765534302445)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594262419207, 0.007137776477749047)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759422236683, 0.00713777658834526)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594248148643, 0.007137776584330374)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594247450247, 0.0071377764970529944)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594505602705, 0.007137776811804806)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759625204173, 0.007137776956851416)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594252063654, 0.007137776552905831)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594250949618, 0.007137776552756339)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759425170687, 0.007137776553447724)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759424960063, 0.007137776550949056)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594251579496, 0.007137776552237681)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759426621635, 0.007137776539682658)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594240684246, 0.007137776554022007)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759426394726, 0.007137776551381134)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759425080544, 0.007137776555317409)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594230467408, 0.007137776526834713)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594243890823, 0.007137776537985051)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759424766726, 0.007137776500946887)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594252030177, 0.0071377765536465715)   (rho_normalized calls: 147) 


Obj funtion: (0.0267575942519247, 0.007137776553463884)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594251808844, 0.007137776553434526)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594251501253, 0.007137776552955916)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594251421, 0.0071377765527658975)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759425354173, 0.007137776554094876)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594247030385, 0.007137776549029418)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759424779712, 0.007137776550324965)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594251767755, 0.007137776553254267)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594248938966, 0.00713777654903839)   (rho_normalized calls: 147) 


Obj funtion: (0.02675759424866026, 0.0071377765484212895)   (rho_normalized calls: 147) 


Obj funtion: (0.026757594252130628, 0.007137776555183641)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070562462397, 0.007158452943203171)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070554549213, 0.007158452886030585)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070565711517, 0.007158452958571378)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070566195244, 0.007158452969983922)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070569858602, 0.007158452887765829)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070830439638, 0.007158453204713873)   (rho_normalized calls: 147) 


Obj funtion: (0.026743072555737133, 0.007158453348849313)   (rho_normalized calls: 147) 


Obj funtion: (0.02674307056291884, 0.007158452942556938)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070561636377, 0.007158452942478917)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070562378148, 0.007158452943207293)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070560454583, 0.00715845294088116)   (rho_normalized calls: 147) 


Obj funtion: (0.02674307056201624, 0.007158452941577104)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070576637922, 0.007158452929361587)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070547884655, 0.007158452945354742)   (rho_normalized calls: 147) 


Obj funtion: (0.02674307057323251, 0.007158452942042197)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070561878246, 0.00715845294484975)   (rho_normalized calls: 147) 


Obj funtion: (0.0267430705433932, 0.007158452918956747)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070553326233, 0.007158452925110071)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070557485073, 0.007158452890481021)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070562685396, 0.0071584529434163754)   (rho_normalized calls: 147) 


Obj funtion: (0.02674307056257334, 0.007158452943238976)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070562457488, 0.0071584529432083335)   (rho_normalized calls: 147) 


Obj funtion: (0.02674307056218573, 0.007158452942765084)   (rho_normalized calls: 147) 


Obj funtion: (0.02674307056210236, 0.0071584529425922985)   (rho_normalized calls: 147) 


Obj funtion: (0.0267430705641794, 0.00715845294387054)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070557625405, 0.007158452938811254)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070558626778, 0.007158452939921796)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070562393733, 0.007158452943039122)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070559919903, 0.007158452939195523)   (rho_normalized calls: 147) 


Obj funtion: (0.026743070559540706, 0.007158452938595905)   (rho_normalized calls: 147) 


Obj funtion: (0.02674307056272913, 0.007158452944962548)   (rho_normalized calls: 147) 

window 3: gates [10,16) obj=0.026743 time=8.0s

Obj funtion: (0.9009957272979189, 0.0094185844780897)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957292896149, 0.009418584499257303)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957308754187, 0.009418584513573365)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957355404722, 0.009418584372567096)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957330570207, 0.009418584453362147)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957323124845, 0.009418584664868473)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957287793282, 0.009418584506431633)   (rho_normalized calls: 567) 


Obj funtion: (0.900995727312047, 0.00941858446764244)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957274055546, 0.00941858447172423)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957274902713, 0.009418584476019017)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957274680405, 0.00941858446728809)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957274830651, 0.009418584474493029)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957273383021, 0.009418584473953627)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272929552, 0.009418584452326746)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957269802711, 0.009418584453723906)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957274013679, 0.009418584434067366)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957273944242, 0.009418584419662743)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957271059855, 0.009418584466758508)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957273975889, 0.009418584445584174)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272996404, 0.009418584488080965)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272991901, 0.009418584478204324)   (rho_normalized calls: 567) 


Obj funtion: (0.900995727299008, 0.009418584480237129)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272961445, 0.009418584473654942)   (rho_normalized calls: 567) 


Obj funtion: (0.90099572728405, 0.009418584481171936)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272959475, 0.00941858447118974)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272981921, 0.009418584515550936)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272626676, 0.009418584484606446)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957273449274, 0.009418584428800149)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272524071, 0.009418584547059003)   (rho_normalized calls: 567) 


Obj funtion: (0.900995727328681, 0.009418584448990831)   (rho_normalized calls: 567) 


Obj funtion: (0.9009957272849537, 0.009418584529719866)   (rho_normalized calls: 567) 


Obj funtion: (0.23295531125132343, 0.004510775956525639)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531005744943, 0.0045107763176204)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553122184032, 0.004510776059872654)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553171903703, 0.004510775908309155)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531579538664, 0.004510775962271215)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531517855655, 0.004510776140484371)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553123171603, 0.004510775993830531)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531123734717, 0.0045107759497589085)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531130516967, 0.004510775955662878)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531132705027, 0.0045107759565427355)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531133562017, 0.004510775952595035)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531132744665, 0.00451077595177386)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531126747096, 0.004510775951722349)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553110458084, 0.00451077595043008)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531096827315, 0.004510775965974934)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553113147962, 0.004510775955739987)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531128314825, 0.004510775941995961)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531111819956, 0.004510775929303531)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553112863388, 0.004510775975521553)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531125102886, 0.004510775965465007)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531125193744, 0.004510775956508625)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553112513215, 0.004510775956312661)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531125210808, 0.004510775954648561)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531124512717, 0.004510775945980741)   (rho_normalized calls: 525) 


Obj funtion: (0.2329553112511745, 0.004510775954070049)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531123597252, 0.0045107759901081585)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531123448213, 0.0045107759567728665)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531128177238, 0.004510775962131319)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531122042243, 0.004510775985464299)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531127264868, 0.00451077605969218)   (rho_normalized calls: 525) 


Obj funtion: (0.23295531124283644, 0.0045107759816485305)   (rho_normalized calls: 525) 


Obj funtion: (0.2188606778108053, 0.007390076015736396)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067850315466, 0.007390076331987604)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067978742377, 0.007390075995363578)   (rho_normalized calls: 525) 


Obj funtion: (0.21886068372049775, 0.007390075967356834)   (rho_normalized calls: 525) 


Obj funtion: (0.2188606823390179, 0.00739007601468916)   (rho_normalized calls: 525) 


Obj funtion: (0.21886068158371141, 0.007390076144219686)   (rho_normalized calls: 525) 


Obj funtion: (0.2188606787612625, 0.007390076045200699)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067780064683, 0.00739007599469397)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067786177832, 0.007390076011518617)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067788576535, 0.007390076015729305)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067789440178, 0.007390076011588654)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067788640812, 0.007390076011822559)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067782328253, 0.007390076013069684)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067770357562, 0.007390075984620517)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067765608752, 0.007390076001334542)   (rho_normalized calls: 525) 


Obj funtion: (0.2188606778740508, 0.007390076014694138)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067784212038, 0.00739007600167202)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067766111603, 0.007390075987782052)   (rho_normalized calls: 525) 


Obj funtion: (0.2188606778370069, 0.007390076027593257)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067781097457, 0.007390076036348984)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067781148744, 0.007390076015972286)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067781082544, 0.00739007601554565)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067781158294, 0.007390076013839046)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067780467605, 0.007390076005868967)   (rho_normalized calls: 525) 


Obj funtion: (0.2188606778108526, 0.00739007601434858)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067780418647, 0.007390076091863482)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067778792836, 0.007390076020275862)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067784112775, 0.007390076020975043)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067778000823, 0.007390076044925378)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067783145233, 0.007390076112904602)   (rho_normalized calls: 525) 


Obj funtion: (0.21886067780333734, 0.007390076029968638)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897772961428, 0.0068326387163631635)   (rho_normalized calls: 525) 


Obj funtion: (0.2175689780894343, 0.0068326390905786745)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897952554358, 0.006832638744823262)   (rho_normalized calls: 525) 


Obj funtion: (0.2175689836327682, 0.006832638668235653)   (rho_normalized calls: 525) 


Obj funtion: (0.21756898225281227, 0.006832638714846917)   (rho_normalized calls: 525) 


Obj funtion: (0.21756898149765008, 0.006832638844751219)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897867869976, 0.006832638745679466)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897771738393, 0.006832638697964329)   (rho_normalized calls: 525) 


